uniqueid,bank_account
uniqueid_11736 x Rwanda,No
uniqueid_11737 x Rwanda,No
uniqueid_11738 x Rwanda,No
uniqueid_11739 x Rwanda,No
uniqueid_11740 x Rwanda,No
uniqueid_11741 x Rwanda,No
uniqueid_11742 x Rwanda,No
uniqueid_11743 x Rwanda,No
uniqueid_11744 x Rwanda,No
uniqueid_11745 x Rwanda,No
uniqueid_11746 x Rwanda,No
uniqueid_11747 x Rwanda,No
uniqueid_11748 x Rwanda,No
uniqueid_11749 x Rwanda,No
uniqueid_11750 x Rwanda,No
uniqueid_11751 x Rwanda,No
uniqueid_11752 x Rwanda,No
uniqueid_11753 x Rwanda,No
uniqueid_11754 x Rwanda,No
uniqueid_11755 x Rwanda,No
uniqueid_11756 x Rwanda,No
uniqueid_11757 x Rwanda,No
uniqueid_11758 x Rwanda,No
uniqueid_11759 x Rwanda,No
uniqueid_11760 x Rwanda,No
uniqueid_11761 x Rwanda,No
uniqueid_11762 x Rwanda,No
uniqueid_11763 x Rwanda,No
uniqueid_11764 x Rwanda,No
uniqueid_11765 x Rwanda,No
uniqueid_11766 x Rwanda,No
uniqueid_11767 x Rwanda,No
uniqueid_11768 x Rwanda,No
uniqueid_11769 x Rwanda,No
uniqueid_11770 x Rwanda,No
uniqueid_11771 x Rwanda,No
uniqueid_11772 x Rwanda,No
uniqueid_11773 x Rwanda,No
uniqueid_11774 x Rwanda,No
uniqueid_11775 x Rwanda,No
uniqueid_11776 x Rwanda,No
uniqueid_11777 x Rwanda,No
uniqueid_11778 x Rwanda,No
uniqueid_11779 x Rwanda,No
uniqueid_11780 x Rwanda,No
uniqueid_11781 x Rwanda,No
uniqueid_11782 x Rwanda,No
uniqueid_11783 x Rwanda,No
uniqueid_11784 x Rwanda,No
uniqueid_11785 x Rwanda,No
uniqueid_11786 x Rwanda,No
uniqueid_11787 x Rwanda,No
uniqueid_11788 x Rwanda,No
uniqueid_11789 x Rwanda,No
uniqueid_11790 x Rwanda,No
uniqueid_11791 x Rwanda,No
uniqueid_11792 x Rwanda,No
uniqueid_11793 x Rwanda,No
uniqueid_11794 x Rwanda,No
uniqueid_11795 x Rwanda,No
uniqueid_11796 x Rwanda,No
uniqueid_11797 x Rwanda,No
uniqueid_11798 x Rwanda,No
uniqueid_11799 x Rwanda,No
uniqueid_11800 x Rwanda,No
uniqueid_11801 x Rwanda,No
uniqueid_11802 x Rwanda,No
uniqueid_11803 x Rwanda,No
uniqueid_11804 x Rwanda,Yes
uniqueid_11805 x Rwanda,No
uniqueid_11806 x Rwanda,No
uniqueid_11807 x Rwanda,No
uniqueid_11808 x Rwanda,No
uniqueid_11809 x Rwanda,No
uniqueid_11810 x Rwanda,No
uniqueid_11811 x Rwanda,No
uniqueid_11812 x Rwanda,No
uniqueid_11813 x Rwanda,No
uniqueid_11814 x Rwanda,No
uniqueid_11815 x Rwanda,No
uniqueid_11816 x Rwanda,No
uniqueid_11817 x Rwanda,No
uniqueid_11818 x Rwanda,No
uniqueid_11819 x Rwanda,No
uniqueid_11820 x Rwanda,No
uniqueid_11821 x Rwanda,No
uniqueid_11822 x Rwanda,No
uniqueid_11823 x Rwanda,No
uniqueid_11824 x Rwanda,No
uniqueid_11825 x Rwanda,No
uniqueid_11826 x Rwanda,No
uniqueid_11827 x Rwanda,No
uniqueid_11828 x Rwanda,No
uniqueid_11829 x Rwanda,No
uniqueid_11830 x Rwanda,No
uniqueid_11831 x Rwanda,No
uniqueid_11832 x Rwanda,No
uniqueid_11833 x Rwanda,No
uniqueid_11834 x Rwanda,No
uniqueid_11835 x Rwanda,No
uniqueid_11836 x Rwanda,Yes
uniqueid_11837 x Rwanda,No
uniqueid_11838 x Rwanda,No
uniqueid_11839 x Rwanda,No
uniqueid_11840 x Rwanda,No
uniqueid_11841 x Rwanda,No
uniqueid_11842 x Rwanda,No
uniqueid_11843 x Rwanda,No
uniqueid_11844 x Rwanda,No
uniqueid_11845 x Rwanda,No
uniqueid_11846 x Rwanda,Yes
uniqueid_11847 x Rwanda,No
uniqueid_11848 x Rwanda,No
uniqueid_11849 x Rwanda,No
uniqueid_11850 x Rwanda,No
uniqueid_11851 x Rwanda,No
uniqueid_11852 x Rwanda,No
uniqueid_11853 x Rwanda,No
uniqueid_11854 x Rwanda,No
uniqueid_11855 x Rwanda,No
uniqueid_11856 x Rwanda,No
uniqueid_11857 x Rwanda,No
uniqueid_11858 x Rwanda,No
uniqueid_11859 x Rwanda,No
uniqueid_11860 x Rwanda,No
uniqueid_11861 x Rwanda,No
uniqueid_11862 x Rwanda,No
uniqueid_11863 x Rwanda,No
uniqueid_11864 x Rwanda,No
uniqueid_11865 x Rwanda,No
uniqueid_11866 x Rwanda,No
uniqueid_11867 x Rwanda,No
uniqueid_11868 x Rwanda,No
uniqueid_11869 x Rwanda,No
uniqueid_11870 x Rwanda,No
uniqueid_11871 x Rwanda,No
uniqueid_11872 x Rwanda,No
uniqueid_11873 x Rwanda,No
uniqueid_11874 x Rwanda,No
uniqueid_11875 x Rwanda,No
uniqueid_11876 x Rwanda,No
uniqueid_11877 x Rwanda,No
uniqueid_11878 x Rwanda,No
uniqueid_11879 x Rwanda,No
uniqueid_11880 x Rwanda,No
uniqueid_11881 x Rwanda,No
uniqueid_11882 x Rwanda,No
uniqueid_11883 x Rwanda,No
uniqueid_11884 x Rwanda,No
uniqueid_11885 x Rwanda,No
uniqueid_11886 x Rwanda,No
uniqueid_11887 x Rwanda,No
uniqueid_11888 x Rwanda,No
uniqueid_11889 x Rwanda,No
uniqueid_11890 x Rwanda,No
uniqueid_11891 x Rwanda,No
uniqueid_11892 x Rwanda,No
uniqueid_11893 x Rwanda,No
uniqueid_11894 x Rwanda,No
uniqueid_11895 x Rwanda,No
uniqueid_11896 x Rwanda,No
uniqueid_11897 x Rwanda,No
uniqueid_11898 x Rwanda,No
uniqueid_11899 x Rwanda,No
uniqueid_11900 x Rwanda,No
uniqueid_11901 x Rwanda,No
uniqueid_11902 x Rwanda,No
uniqueid_11903 x Rwanda,No
uniqueid_11904 x Rwanda,No
uniqueid_11905 x Rwanda,No
uniqueid_11906 x Rwanda,No
uniqueid_11907 x Rwanda,No
uniqueid_11908 x Rwanda,No
uniqueid_11909 x Rwanda,No
uniqueid_11910 x Rwanda,No
uniqueid_11911 x Rwanda,No
uniqueid_11912 x Rwanda,No
uniqueid_11913 x Rwanda,No
uniqueid_11914 x Rwanda,No
uniqueid_11915 x Rwanda,No
uniqueid_11916 x Rwanda,No
uniqueid_11917 x Rwanda,No
uniqueid_11918 x Rwanda,No
uniqueid_11919 x Rwanda,No
uniqueid_11920 x Rwanda,No
uniqueid_11921 x Rwanda,No
uniqueid_11922 x Rwanda,No
uniqueid_11923 x Rwanda,No
uniqueid_11924 x Rwanda,No
uniqueid_11925 x Rwanda,No
uniqueid_11926 x Rwanda,No
uniqueid_11927 x Rwanda,No
uniqueid_11928 x Rwanda,No
uniqueid_11929 x Rwanda,No
uniqueid_11930 x Rwanda,No
uniqueid_11931 x Rwanda,No
uniqueid_11932 x Rwanda,No
uniqueid_11933 x Rwanda,No
uniqueid_11934 x Rwanda,No
uniqueid_11935 x Rwanda,No
uniqueid_11936 x Rwanda,No
uniqueid_11937 x Rwanda,No
uniqueid_11938 x Rwanda,No
uniqueid_11939 x Rwanda,No
uniqueid_11940 x Rwanda,Yes
uniqueid_11941 x Rwanda,No
uniqueid_11942 x Rwanda,No
uniqueid_11943 x Rwanda,No
uniqueid_11944 x Rwanda,No
uniqueid_11945 x Rwanda,No
uniqueid_11946 x Rwanda,No
uniqueid_11947 x Rwanda,No
uniqueid_11948 x Rwanda,No
uniqueid_11949 x Rwanda,No
uniqueid_11950 x Rwanda,Yes
uniqueid_11951 x Rwanda,No
uniqueid_11952 x Rwanda,No
uniqueid_11953 x Rwanda,No
uniqueid_11954 x Rwanda,No
uniqueid_11955 x Rwanda,Yes
uniqueid_11956 x Rwanda,No
uniqueid_11957 x Rwanda,No
uniqueid_11958 x Rwanda,No
uniqueid_11959 x Rwanda,No
uniqueid_11960 x Rwanda,No
uniqueid_11961 x Rwanda,No
uniqueid_11962 x Rwanda,No
uniqueid_11963 x Rwanda,No
uniqueid_11964 x Rwanda,No
uniqueid_11965 x Rwanda,No
uniqueid_11966 x Rwanda,No
uniqueid_11967 x Rwanda,No
uniqueid_11968 x Rwanda,No
uniqueid_11969 x Rwanda,No
uniqueid_11970 x Rwanda,No
uniqueid_11971 x Rwanda,No
uniqueid_11972 x Rwanda,No
uniqueid_11973 x Rwanda,No
uniqueid_11974 x Rwanda,No
uniqueid_11975 x Rwanda,No
uniqueid_11976 x Rwanda,No
uniqueid_11977 x Rwanda,No
uniqueid_11978 x Rwanda,No
uniqueid_11979 x Rwanda,No
uniqueid_11980 x Rwanda,No
uniqueid_11981 x Rwanda,No
uniqueid_11982 x Rwanda,No
uniqueid_11983 x Rwanda,No
uniqueid_11984 x Rwanda,No
uniqueid_11985 x Rwanda,No
uniqueid_11986 x Rwanda,No
uniqueid_11987 x Rwanda,No
uniqueid_11988 x Rwanda,No
uniqueid_11989 x Rwanda,No
uniqueid_11990 x Rwanda,No
uniqueid_11991 x Rwanda,No
uniqueid_11992 x Rwanda,No
uniqueid_11993 x Rwanda,No
uniqueid_11994 x Rwanda,No
uniqueid_11995 x Rwanda,No
uniqueid_11996 x Rwanda,No
uniqueid_11997 x Rwanda,No
uniqueid_11998 x Rwanda,No
uniqueid_11999 x Rwanda,No
uniqueid_12000 x Rwanda,No
uniqueid_12001 x Rwanda,No
uniqueid_12002 x Rwanda,No
uniqueid_12003 x Rwanda,No
uniqueid_12004 x Rwanda,No
uniqueid_12005 x Rwanda,No
uniqueid_12006 x Rwanda,No
uniqueid_12007 x Rwanda,No
uniqueid_12008 x Rwanda,No
uniqueid_12009 x Rwanda,No
uniqueid_12010 x Rwanda,No
uniqueid_12011 x Rwanda,No
uniqueid_12012 x Rwanda,No
uniqueid_12013 x Rwanda,No
uniqueid_12014 x Rwanda,No
uniqueid_12015 x Rwanda,No
uniqueid_12016 x Rwanda,No
uniqueid_12017 x Rwanda,No
uniqueid_12018 x Rwanda,No
uniqueid_12019 x Rwanda,No
uniqueid_12020 x Rwanda,Yes
uniqueid_12021 x Rwanda,No
uniqueid_12022 x Rwanda,No
uniqueid_12023 x Rwanda,No
uniqueid_12024 x Rwanda,No
uniqueid_12025 x Rwanda,No
uniqueid_12026 x Rwanda,No
uniqueid_12027 x Rwanda,No
uniqueid_12028 x Rwanda,Yes
uniqueid_12029 x Rwanda,No
uniqueid_12030 x Rwanda,No
uniqueid_12031 x Rwanda,No
uniqueid_12032 x Rwanda,No
uniqueid_12033 x Rwanda,No
uniqueid_12034 x Rwanda,No
uniqueid_12035 x Rwanda,No
uniqueid_12036 x Rwanda,No
uniqueid_12037 x Rwanda,No
uniqueid_12038 x Rwanda,No
uniqueid_12039 x Rwanda,No
uniqueid_12040 x Rwanda,No
uniqueid_12041 x Rwanda,No
uniqueid_12042 x Rwanda,No
uniqueid_12043 x Rwanda,No
uniqueid_12044 x Rwanda,No
uniqueid_12045 x Rwanda,No
uniqueid_12046 x Rwanda,No
uniqueid_12047 x Rwanda,No
uniqueid_12048 x Rwanda,No
uniqueid_12049 x Rwanda,No
uniqueid_12050 x Rwanda,No
uniqueid_12051 x Rwanda,Yes
uniqueid_12052 x Rwanda,No
uniqueid_12053 x Rwanda,No
uniqueid_12054 x Rwanda,No
uniqueid_12055 x Rwanda,Yes
uniqueid_12056 x Rwanda,No
uniqueid_12057 x Rwanda,No
uniqueid_12058 x Rwanda,No
uniqueid_12059 x Rwanda,No
uniqueid_12060 x Rwanda,No
uniqueid_12061 x Rwanda,No
uniqueid_12062 x Rwanda,Yes
uniqueid_12063 x Rwanda,No
uniqueid_12064 x Rwanda,No
uniqueid_12065 x Rwanda,No
uniqueid_12066 x Rwanda,No
uniqueid_12067 x Rwanda,No
uniqueid_12068 x Rwanda,No
uniqueid_12069 x Rwanda,No
uniqueid_12070 x Rwanda,No
uniqueid_12071 x Rwanda,No
uniqueid_12072 x Rwanda,No
uniqueid_12073 x Rwanda,No
uniqueid_12074 x Rwanda,No
uniqueid_12075 x Rwanda,No
uniqueid_12076 x Rwanda,No
uniqueid_12077 x Rwanda,No
uniqueid_12078 x Rwanda,No
uniqueid_12079 x Rwanda,No
uniqueid_12080 x Rwanda,No
uniqueid_12081 x Rwanda,No
uniqueid_12082 x Rwanda,No
uniqueid_12083 x Rwanda,No
uniqueid_12084 x Rwanda,No
uniqueid_12085 x Rwanda,No
uniqueid_12086 x Rwanda,No
uniqueid_12087 x Rwanda,No
uniqueid_12088 x Rwanda,No
uniqueid_12089 x Rwanda,No
uniqueid_12090 x Rwanda,No
uniqueid_12091 x Rwanda,No
uniqueid_12092 x Rwanda,No
uniqueid_12093 x Rwanda,No
uniqueid_12094 x Rwanda,No
uniqueid_12095 x Rwanda,No
uniqueid_12096 x Rwanda,No
uniqueid_12097 x Rwanda,No
uniqueid_12098 x Rwanda,No
uniqueid_12099 x Rwanda,Yes
uniqueid_12100 x Rwanda,No
uniqueid_12101 x Rwanda,No
uniqueid_12102 x Rwanda,No
uniqueid_12103 x Rwanda,No
uniqueid_12104 x Rwanda,No
uniqueid_12105 x Rwanda,No
uniqueid_12106 x Rwanda,No
uniqueid_12107 x Rwanda,No
uniqueid_12108 x Rwanda,No
uniqueid_12109 x Rwanda,No
uniqueid_12110 x Rwanda,No
uniqueid_12111 x Rwanda,No
uniqueid_12112 x Rwanda,No
uniqueid_12113 x Rwanda,No
uniqueid_12114 x Rwanda,No
uniqueid_12115 x Rwanda,No
uniqueid_12116 x Rwanda,No
uniqueid_12117 x Rwanda,No
uniqueid_12118 x Rwanda,No
uniqueid_12119 x Rwanda,No
uniqueid_12120 x Rwanda,No
uniqueid_12121 x Rwanda,No
uniqueid_12122 x Rwanda,No
uniqueid_12123 x Rwanda,No
uniqueid_12124 x Rwanda,No
uniqueid_12125 x Rwanda,No
uniqueid_12126 x Rwanda,No
uniqueid_12127 x Rwanda,No
uniqueid_12128 x Rwanda,No
uniqueid_12129 x Rwanda,No
uniqueid_12130 x Rwanda,No
uniqueid_12131 x Rwanda,No
uniqueid_12132 x Rwanda,No
uniqueid_12133 x Rwanda,No
uniqueid_12134 x Rwanda,No
uniqueid_12135 x Rwanda,No
uniqueid_12136 x Rwanda,No
uniqueid_12137 x Rwanda,No
uniqueid_12138 x Rwanda,No
uniqueid_12139 x Rwanda,No
uniqueid_12140 x Rwanda,No
uniqueid_12141 x Rwanda,No
uniqueid_12142 x Rwanda,No
uniqueid_12143 x Rwanda,No
uniqueid_12144 x Rwanda,Yes
uniqueid_12145 x Rwanda,No
uniqueid_12146 x Rwanda,No
uniqueid_12147 x Rwanda,No
uniqueid_12148 x Rwanda,No
uniqueid_12149 x Rwanda,No
uniqueid_12150 x Rwanda,No
uniqueid_12151 x Rwanda,No
uniqueid_12152 x Rwanda,No
uniqueid_12153 x Rwanda,No
uniqueid_12154 x Rwanda,No
uniqueid_12155 x Rwanda,No
uniqueid_12156 x Rwanda,No
uniqueid_12157 x Rwanda,No
uniqueid_12158 x Rwanda,No
uniqueid_12159 x Rwanda,No
uniqueid_12160 x Rwanda,No
uniqueid_12161 x Rwanda,No
uniqueid_12162 x Rwanda,No
uniqueid_12163 x Rwanda,No
uniqueid_12164 x Rwanda,No
uniqueid_12165 x Rwanda,No
uniqueid_12166 x Rwanda,No
uniqueid_12167 x Rwanda,No
uniqueid_12168 x Rwanda,No
uniqueid_12169 x Rwanda,No
uniqueid_12170 x Rwanda,No
uniqueid_12171 x Rwanda,No
uniqueid_12172 x Rwanda,No
uniqueid_12173 x Rwanda,No
uniqueid_12174 x Rwanda,No
uniqueid_12175 x Rwanda,No
uniqueid_12176 x Rwanda,No
uniqueid_12177 x Rwanda,No
uniqueid_12178 x Rwanda,No
uniqueid_12179 x Rwanda,No
uniqueid_12180 x Rwanda,No
uniqueid_12181 x Rwanda,No
uniqueid_12182 x Rwanda,No
uniqueid_12183 x Rwanda,No
uniqueid_12184 x Rwanda,No
uniqueid_12185 x Rwanda,No
uniqueid_12186 x Rwanda,No
uniqueid_12187 x Rwanda,No
uniqueid_12188 x Rwanda,No
uniqueid_12189 x Rwanda,No
uniqueid_12190 x Rwanda,No
uniqueid_12191 x Rwanda,No
uniqueid_12192 x Rwanda,No
uniqueid_12193 x Rwanda,No
uniqueid_12194 x Rwanda,No
uniqueid_12195 x Rwanda,No
uniqueid_12196 x Rwanda,No
uniqueid_12197 x Rwanda,No
uniqueid_12198 x Rwanda,No
uniqueid_12199 x Rwanda,No
uniqueid_12200 x Rwanda,No
uniqueid_12201 x Rwanda,No
uniqueid_12202 x Rwanda,No
uniqueid_12203 x Rwanda,No
uniqueid_12204 x Rwanda,Yes
uniqueid_12205 x Rwanda,No
uniqueid_12206 x Rwanda,No
uniqueid_12207 x Rwanda,No
uniqueid_12208 x Rwanda,No
uniqueid_12209 x Rwanda,No
uniqueid_12210 x Rwanda,No
uniqueid_12211 x Rwanda,No
uniqueid_12212 x Rwanda,No
uniqueid_12213 x Rwanda,No
uniqueid_12214 x Rwanda,No
uniqueid_12215 x Rwanda,No
uniqueid_12216 x Rwanda,No
uniqueid_12217 x Rwanda,No
uniqueid_12218 x Rwanda,No
uniqueid_12219 x Rwanda,No
uniqueid_12220 x Rwanda,No
uniqueid_12221 x Rwanda,No
uniqueid_12222 x Rwanda,No
uniqueid_12223 x Rwanda,No
uniqueid_12224 x Rwanda,No
uniqueid_12225 x Rwanda,No
uniqueid_12226 x Rwanda,No
uniqueid_12227 x Rwanda,No
uniqueid_12228 x Rwanda,No
uniqueid_12229 x Rwanda,No
uniqueid_12230 x Rwanda,No
uniqueid_12231 x Rwanda,No
uniqueid_12232 x Rwanda,No
uniqueid_12233 x Rwanda,No
uniqueid_12234 x Rwanda,No
uniqueid_12235 x Rwanda,No
uniqueid_12236 x Rwanda,No
uniqueid_12237 x Rwanda,No
uniqueid_12238 x Rwanda,No
uniqueid_12239 x Rwanda,No
uniqueid_12240 x Rwanda,No
uniqueid_12241 x Rwanda,No
uniqueid_12242 x Rwanda,No
uniqueid_12243 x Rwanda,No
uniqueid_12244 x Rwanda,No
uniqueid_12245 x Rwanda,No
uniqueid_12246 x Rwanda,No
uniqueid_12247 x Rwanda,No
uniqueid_12248 x Rwanda,No
uniqueid_12249 x Rwanda,No
uniqueid_12250 x Rwanda,Yes
uniqueid_12251 x Rwanda,No
uniqueid_12252 x Rwanda,No
uniqueid_12253 x Rwanda,No
uniqueid_12254 x Rwanda,No
uniqueid_12255 x Rwanda,No
uniqueid_12256 x Rwanda,No
uniqueid_12257 x Rwanda,No
uniqueid_12258 x Rwanda,No
uniqueid_12259 x Rwanda,No
uniqueid_12260 x Rwanda,No
uniqueid_12261 x Rwanda,No
uniqueid_12262 x Rwanda,No
uniqueid_12263 x Rwanda,No
uniqueid_12264 x Rwanda,No
uniqueid_12265 x Rwanda,No
uniqueid_12266 x Rwanda,No
uniqueid_12267 x Rwanda,No
uniqueid_12268 x Rwanda,No
uniqueid_12269 x Rwanda,No
uniqueid_12270 x Rwanda,No
uniqueid_12271 x Rwanda,No
uniqueid_12272 x Rwanda,No
uniqueid_12273 x Rwanda,No
uniqueid_12274 x Rwanda,No
uniqueid_12275 x Rwanda,No
uniqueid_12276 x Rwanda,No
uniqueid_12277 x Rwanda,No
uniqueid_12278 x Rwanda,No
uniqueid_12279 x Rwanda,No
uniqueid_12280 x Rwanda,No
uniqueid_12281 x Rwanda,No
uniqueid_12282 x Rwanda,No
uniqueid_12283 x Rwanda,No
uniqueid_12284 x Rwanda,No
uniqueid_12285 x Rwanda,No
uniqueid_12286 x Rwanda,No
uniqueid_12287 x Rwanda,No
uniqueid_12288 x Rwanda,No
uniqueid_12289 x Rwanda,No
uniqueid_12290 x Rwanda,No
uniqueid_12291 x Rwanda,No
uniqueid_12292 x Rwanda,No
uniqueid_12293 x Rwanda,No
uniqueid_12294 x Rwanda,No
uniqueid_12295 x Rwanda,No
uniqueid_12296 x Rwanda,No
uniqueid_12297 x Rwanda,No
uniqueid_12298 x Rwanda,No
uniqueid_12299 x Rwanda,No
uniqueid_12300 x Rwanda,No
uniqueid_12301 x Rwanda,No
uniqueid_12302 x Rwanda,No
uniqueid_12303 x Rwanda,No
uniqueid_12304 x Rwanda,No
uniqueid_12305 x Rwanda,No
uniqueid_12306 x Rwanda,No
uniqueid_12307 x Rwanda,No
uniqueid_12308 x Rwanda,No
uniqueid_12309 x Rwanda,No
uniqueid_12310 x Rwanda,No
uniqueid_12311 x Rwanda,No
uniqueid_12312 x Rwanda,No
uniqueid_12313 x Rwanda,No
uniqueid_12314 x Rwanda,No
uniqueid_12315 x Rwanda,No
uniqueid_12316 x Rwanda,No
uniqueid_12317 x Rwanda,No
uniqueid_12318 x Rwanda,Yes
uniqueid_12319 x Rwanda,No
uniqueid_12320 x Rwanda,No
uniqueid_12321 x Rwanda,No
uniqueid_12322 x Rwanda,No
uniqueid_12323 x Rwanda,No
uniqueid_12324 x Rwanda,No
uniqueid_12325 x Rwanda,No
uniqueid_12326 x Rwanda,No
uniqueid_12327 x Rwanda,No
uniqueid_12328 x Rwanda,No
uniqueid_12329 x Rwanda,No
uniqueid_12330 x Rwanda,No
uniqueid_12331 x Rwanda,No
uniqueid_12332 x Rwanda,No
uniqueid_12333 x Rwanda,No
uniqueid_12334 x Rwanda,No
uniqueid_12335 x Rwanda,No
uniqueid_12336 x Rwanda,No
uniqueid_12337 x Rwanda,No
uniqueid_12338 x Rwanda,No
uniqueid_12339 x Rwanda,No
uniqueid_12340 x Rwanda,No
uniqueid_12341 x Rwanda,No
uniqueid_12342 x Rwanda,No
uniqueid_12343 x Rwanda,No
uniqueid_12344 x Rwanda,No
uniqueid_12345 x Rwanda,No
uniqueid_12346 x Rwanda,No
uniqueid_12347 x Rwanda,No
uniqueid_12348 x Rwanda,No
uniqueid_12349 x Rwanda,No
uniqueid_12350 x Rwanda,No
uniqueid_12351 x Rwanda,No
uniqueid_12352 x Rwanda,No
uniqueid_12353 x Rwanda,No
uniqueid_12354 x Rwanda,No
uniqueid_12355 x Rwanda,No
uniqueid_12356 x Rwanda,No
uniqueid_12357 x Rwanda,No
uniqueid_12358 x Rwanda,No
uniqueid_12359 x Rwanda,No
uniqueid_12360 x Rwanda,No
uniqueid_12361 x Rwanda,Yes
uniqueid_12362 x Rwanda,No
uniqueid_12363 x Rwanda,Yes
uniqueid_12364 x Rwanda,No
uniqueid_12365 x Rwanda,No
uniqueid_12366 x Rwanda,No
uniqueid_12367 x Rwanda,No
uniqueid_12368 x Rwanda,No
uniqueid_12369 x Rwanda,No
uniqueid_12370 x Rwanda,No
uniqueid_12371 x Rwanda,No
uniqueid_12372 x Rwanda,No
uniqueid_12373 x Rwanda,No
uniqueid_12374 x Rwanda,No
uniqueid_12375 x Rwanda,No
uniqueid_12376 x Rwanda,No
uniqueid_12377 x Rwanda,No
uniqueid_12378 x Rwanda,No
uniqueid_12379 x Rwanda,No
uniqueid_12380 x Rwanda,Yes
uniqueid_12381 x Rwanda,No
uniqueid_12382 x Rwanda,No
uniqueid_12383 x Rwanda,No
uniqueid_12384 x Rwanda,No
uniqueid_12385 x Rwanda,No
uniqueid_12386 x Rwanda,No
uniqueid_12387 x Rwanda,No
uniqueid_12388 x Rwanda,No
uniqueid_12389 x Rwanda,No
uniqueid_12390 x Rwanda,No
uniqueid_12391 x Rwanda,No
uniqueid_12392 x Rwanda,No
uniqueid_12393 x Rwanda,No
uniqueid_12394 x Rwanda,No
uniqueid_12395 x Rwanda,No
uniqueid_12396 x Rwanda,No
uniqueid_12397 x Rwanda,No
uniqueid_12398 x Rwanda,No
uniqueid_12399 x Rwanda,No
uniqueid_12400 x Rwanda,No
uniqueid_12401 x Rwanda,No
uniqueid_12402 x Rwanda,No
uniqueid_12403 x Rwanda,No
uniqueid_12404 x Rwanda,No
uniqueid_12405 x Rwanda,No
uniqueid_12406 x Rwanda,No
uniqueid_12407 x Rwanda,No
uniqueid_12408 x Rwanda,No
uniqueid_12409 x Rwanda,No
uniqueid_12410 x Rwanda,No
uniqueid_12411 x Rwanda,No
uniqueid_12412 x Rwanda,No
uniqueid_12413 x Rwanda,No
uniqueid_12414 x Rwanda,No
uniqueid_12415 x Rwanda,No
uniqueid_12416 x Rwanda,No
uniqueid_12417 x Rwanda,No
uniqueid_12418 x Rwanda,No
uniqueid_12419 x Rwanda,No
uniqueid_12420 x Rwanda,No
uniqueid_12421 x Rwanda,Yes
uniqueid_12422 x Rwanda,No
uniqueid_12423 x Rwanda,No
uniqueid_12424 x Rwanda,No
uniqueid_12425 x Rwanda,No
uniqueid_12426 x Rwanda,No
uniqueid_12427 x Rwanda,No
uniqueid_12428 x Rwanda,No
uniqueid_12429 x Rwanda,No
uniqueid_12430 x Rwanda,No
uniqueid_12431 x Rwanda,No
uniqueid_12432 x Rwanda,No
uniqueid_12433 x Rwanda,No
uniqueid_12434 x Rwanda,No
uniqueid_12435 x Rwanda,No
uniqueid_12436 x Rwanda,No
uniqueid_12437 x Rwanda,No
uniqueid_12438 x Rwanda,No
uniqueid_12439 x Rwanda,No
uniqueid_12440 x Rwanda,No
uniqueid_12441 x Rwanda,No
uniqueid_12442 x Rwanda,No
uniqueid_12443 x Rwanda,No
uniqueid_12444 x Rwanda,No
uniqueid_12445 x Rwanda,No
uniqueid_12446 x Rwanda,No
uniqueid_12447 x Rwanda,No
uniqueid_12448 x Rwanda,No
uniqueid_12449 x Rwanda,No
uniqueid_12450 x Rwanda,No
uniqueid_12451 x Rwanda,No
uniqueid_12452 x Rwanda,No
uniqueid_12453 x Rwanda,No
uniqueid_12454 x Rwanda,No
uniqueid_12455 x Rwanda,No
uniqueid_12456 x Rwanda,No
uniqueid_12457 x Rwanda,No
uniqueid_12458 x Rwanda,No
uniqueid_12459 x Rwanda,No
uniqueid_12460 x Rwanda,No
uniqueid_12461 x Rwanda,No
uniqueid_12462 x Rwanda,No
uniqueid_12463 x Rwanda,No
uniqueid_12464 x Rwanda,No
uniqueid_12465 x Rwanda,No
uniqueid_12466 x Rwanda,No
uniqueid_12467 x Rwanda,No
uniqueid_12468 x Rwanda,No
uniqueid_12469 x Rwanda,No
uniqueid_12470 x Rwanda,No
uniqueid_12471 x Rwanda,No
uniqueid_12472 x Rwanda,No
uniqueid_12473 x Rwanda,No
uniqueid_12474 x Rwanda,No
uniqueid_12475 x Rwanda,No
uniqueid_12476 x Rwanda,No
uniqueid_12477 x Rwanda,No
uniqueid_12478 x Rwanda,No
uniqueid_12479 x Rwanda,No
uniqueid_12480 x Rwanda,No
uniqueid_6490 x Tanzania,No
uniqueid_6498 x Tanzania,No
uniqueid_6502 x Tanzania,No
uniqueid_6504 x Tanzania,Yes
uniqueid_6524 x Tanzania,No
uniqueid_6544 x Tanzania,Yes
uniqueid_6551 x Tanzania,Yes
uniqueid_6562 x Tanzania,No
uniqueid_6569 x Tanzania,No
uniqueid_6574 x Tanzania,No
uniqueid_6580 x Tanzania,No
uniqueid_6583 x Tanzania,No
uniqueid_6594 x Tanzania,No
uniqueid_6598 x Tanzania,Yes
uniqueid_6600 x Tanzania,No
uniqueid_6604 x Tanzania,Yes
uniqueid_6618 x Tanzania,Yes
uniqueid_6638 x Tanzania,No
uniqueid_6639 x Tanzania,No
uniqueid_6640 x Tanzania,Yes
uniqueid_6641 x Tanzania,No
uniqueid_6642 x Tanzania,Yes
uniqueid_6643 x Tanzania,No
uniqueid_6644 x Tanzania,No
uniqueid_6645 x Tanzania,Yes
uniqueid_6646 x Tanzania,No
uniqueid_6647 x Tanzania,No
uniqueid_6648 x Tanzania,No
